Score	Lower bound	Upper bound	Likelihood	TPR	FPR	PPV	FDR	No. positives	No. negatives
0.15260	0.14136	0.15881	0.479	0.088	0.185	0.100	0.900	10	90
0.14788	0.14100	0.15517	0.151	0.018	0.117	0.034	0.966	2	57
0.14788	0.14100	0.15517	0.151	0.018	0.117	0.034	0.966	2	57
0.14739	0.14082	0.15483	0.151	0.018	0.117	0.034	0.966	2	57
0.14739	0.14082	0.15483	0.151	0.018	0.117	0.034	0.966	2	57
0.14631	0.14029	0.15464	0.149	0.018	0.119	0.033	0.967	2	58
0.14289	0.13622	0.15464	0.089	0.018	0.199	0.020	0.980	2	97
0.13906	0.13622	0.14408	0.000	0.000	0.125	0.000	1.000	0	61
0.13906	0.13622	0.14408	0.000	0.000	0.125	0.000	1.000	0	61
0.13889	0.13622	0.14323	0.000	0.000	0.121	0.000	1.000	0	59
0.13889	0.13622	0.14323	0.000	0.000	0.121	0.000	1.000	0	59
0.13889	0.13622	0.14323	0.000	0.000	0.121	0.000	1.000	0	59
0.13866	0.13622	0.14211	0.000	0.000	0.115	0.000	1.000	0	56
0.13853	0.13529	0.14184	0.000	0.000	0.115	0.000	1.000	0	56
0.13783	0.13512	0.14146	0.000	0.000	0.140	0.000	1.000	0	68
0.13783	0.13512	0.14146	0.000	0.000	0.140	0.000	1.000	0	68
0.13783	0.13512	0.14146	0.000	0.000	0.140	0.000	1.000	0	68
0.13778	0.13512	0.14139	0.000	0.000	0.138	0.000	1.000	0	67
0.13761	0.13512	0.14100	0.000	0.000	0.131	0.000	1.000	0	64
0.13761	0.13512	0.14100	0.000	0.000	0.131	0.000	1.000	0	64
0.13761	0.13512	0.14100	0.000	0.000	0.131	0.000	1.000	0	64
0.13761	0.13512	0.14100	0.000	0.000	0.131	0.000	1.000	0	64
0.13739	0.13512	0.14087	0.000	0.000	0.123	0.000	1.000	0	60
0.13739	0.13512	0.14087	0.000	0.000	0.123	0.000	1.000	0	60
0.13727	0.13512	0.14038	0.000	0.000	0.119	0.000	1.000	0	58
0.13727	0.13512	0.14038	0.000	0.000	0.119	0.000	1.000	0	58
0.13727	0.13512	0.14038	0.000	0.000	0.119	0.000	1.000	0	58
0.13722	0.13443	0.14038	0.000	0.000	0.121	0.000	1.000	0	59
0.13715	0.13294	0.14038	0.000	0.000	0.123	0.000	1.000	0	60
0.13702	0.13263	0.14029	0.000	0.000	0.123	0.000	1.000	0	60
0.13670	0.13184	0.14025	0.000	0.000	0.117	0.000	1.000	0	57
0.13652	0.13145	0.14025	0.000	0.000	0.121	0.000	1.000	0	59
0.13632	0.13145	0.13966	0.000	0.000	0.115	0.000	1.000	0	56
0.13623	0.13123	0.13966	0.000	0.000	0.117	0.000	1.000	0	57
0.13613	0.13034	0.13966	0.000	0.000	0.119	0.000	1.000	0	58
0.13553	0.12993	0.13903	0.000	0.000	0.121	0.000	1.000	0	59
0.13547	0.12993	0.13892	0.000	0.000	0.119	0.000	1.000	0	58
0.13547	0.12993	0.13892	0.000	0.000	0.119	0.000	1.000	0	58
0.13547	0.12993	0.13892	0.000	0.000	0.119	0.000	1.000	0	58
0.13530	0.12868	0.13884	0.000	0.000	0.119	0.000	1.000	0	58
0.13488	0.12681	0.13884	0.000	0.000	0.125	0.000	1.000	0	61
0.13488	0.12681	0.13884	0.000	0.000	0.125	0.000	1.000	0	61
0.13488	0.12681	0.13884	0.000	0.000	0.125	0.000	1.000	0	61
0.13347	0.12630	0.13884	0.000	0.000	0.150	0.000	1.000	0	73
0.13291	0.12630	0.13859	0.000	0.000	0.136	0.000	1.000	0	66
0.13282	0.12630	0.13843	0.000	0.000	0.133	0.000	1.000	0	65
0.13274	0.12630	0.13801	0.000	0.000	0.131	0.000	1.000	0	64
0.13265	0.12630	0.13762	0.000	0.000	0.129	0.000	1.000	0	63
0.13265	0.12630	0.13762	0.000	0.000	0.129	0.000	1.000	0	63
0.13249	0.12630	0.13642	0.000	0.000	0.125	0.000	1.000	0	61
0.13249	0.12630	0.13642	0.000	0.000	0.125	0.000	1.000	0	61
0.13249	0.12630	0.13642	0.000	0.000	0.125	0.000	1.000	0	61
0.13229	0.12630	0.13622	0.000	0.000	0.119	0.000	1.000	0	58
0.13229	0.12630	0.13622	0.000	0.000	0.119	0.000	1.000	0	58
0.13229	0.12630	0.13622	0.000	0.000	0.119	0.000	1.000	0	58
0.13218	0.12592	0.13622	0.000	0.000	0.121	0.000	1.000	0	59
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13147	0.12546	0.13622	0.000	0.000	0.136	0.000	1.000	0	66
0.13136	0.12470	0.13622	0.000	0.000	0.138	0.000	1.000	0	67
0.13079	0.12309	0.13622	0.000	0.000	0.148	0.000	1.000	0	72
0.13079	0.12309	0.13622	0.000	0.000	0.148	0.000	1.000	0	72
0.13079	0.12309	0.13622	0.000	0.000	0.148	0.000	1.000	0	72
0.13079	0.12309	0.13622	0.000	0.000	0.148	0.000	1.000	0	72
0.12924	0.12309	0.13529	0.000	0.000	0.115	0.000	1.000	0	56
0.12900	0.12200	0.13515	0.000	0.000	0.115	0.000	1.000	0	56
0.12886	0.12093	0.13515	0.000	0.000	0.117	0.000	1.000	0	57
0.12871	0.12041	0.13515	0.000	0.000	0.119	0.000	1.000	0	58
0.12857	0.12000	0.13515	0.000	0.000	0.121	0.000	1.000	0	59
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12707	0.11445	0.13515	0.000	0.000	0.136	0.000	1.000	0	66
0.12630	0.11352	0.13515	0.000	0.000	0.144	0.000	1.000	0	70
0.12630	0.11352	0.13515	0.000	0.000	0.144	0.000	1.000	0	70
0.12428	0.11352	0.13443	0.000	0.000	0.117	0.000	1.000	0	57
0.12410	0.11352	0.13294	0.000	0.000	0.115	0.000	1.000	0	56
0.12309	0.11137	0.13263	0.000	0.000	0.121	0.000	1.000	0	59
0.12292	0.11137	0.13184	0.000	0.000	0.119	0.000	1.000	0	58
0.12277	0.11137	0.13145	0.000	0.000	0.117	0.000	1.000	0	57
0.12277	0.11137	0.13145	0.000	0.000	0.117	0.000	1.000	0	57
0.12205	0.11096	0.13123	0.000	0.000	0.117	0.000	1.000	0	57
0.12188	0.11096	0.13034	0.000	0.000	0.115	0.000	1.000	0	56
0.12152	0.11026	0.12996	0.000	0.000	0.115	0.000	1.000	0	56
0.12131	0.10903	0.12996	0.000	0.000	0.117	0.000	1.000	0	57
0.11612	0.10430	0.12996	0.000	0.000	0.168	0.000	1.000	0	82
0.11612	0.10430	0.12996	0.000	0.000	0.168	0.000	1.000	0	82
0.11541	0.10430	0.12868	0.000	0.000	0.160	0.000	1.000	0	78
0.11524	0.10430	0.12686	0.000	0.000	0.158	0.000	1.000	0	77
0.11524	0.10430	0.12686	0.000	0.000	0.158	0.000	1.000	0	77
0.11524	0.10430	0.12686	0.000	0.000	0.158	0.000	1.000	0	77
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11477	0.10430	0.12632	0.000	0.000	0.152	0.000	1.000	0	74
0.11253	0.10430	0.12592	0.000	0.000	0.127	0.000	1.000	0	62
0.11231	0.10430	0.12546	0.000	0.000	0.125	0.000	1.000	0	61
0.11231	0.10430	0.12546	0.000	0.000	0.125	0.000	1.000	0	61
0.11231	0.10430	0.12546	0.000	0.000	0.125	0.000	1.000	0	61
0.11231	0.10430	0.12546	0.000	0.000	0.125	0.000	1.000	0	61
0.11231	0.10430	0.12546	0.000	0.000	0.125	0.000	1.000	0	61
0.11231	0.10430	0.12546	0.000	0.000	0.125	0.000	1.000	0	61
0.11216	0.10297	0.12546	0.000	0.000	0.127	0.000	1.000	0	62
0.11031	0.10135	0.12470	0.000	0.000	0.115	0.000	1.000	0	56
0.10925	0.09834	0.12309	0.000	0.000	0.121	0.000	1.000	0	59
0.10925	0.09834	0.12309	0.000	0.000	0.121	0.000	1.000	0	59
0.10925	0.09834	0.12309	0.000	0.000	0.121	0.000	1.000	0	59
0.10925	0.09834	0.12309	0.000	0.000	0.121	0.000	1.000	0	59
0.10849	0.09725	0.12309	0.000	0.000	0.129	0.000	1.000	0	63
0.10723	0.09725	0.12200	0.000	0.000	0.119	0.000	1.000	0	58
0.10697	0.09725	0.12093	0.000	0.000	0.117	0.000	1.000	0	57
0.10672	0.09725	0.12041	0.000	0.000	0.115	0.000	1.000	0	56
0.10629	0.09592	0.12000	0.000	0.000	0.115	0.000	1.000	0	56
0.10573	0.08857	0.11445	0.000	0.000	0.115	0.000	1.000	0	56
0.10540	0.08722	0.11445	0.000	0.000	0.117	0.000	1.000	0	57
0.10474	0.08583	0.11445	0.000	0.000	0.121	0.000	1.000	0	59
0.10474	0.08583	0.11445	0.000	0.000	0.121	0.000	1.000	0	59
0.10374	0.08421	0.11445	0.000	0.000	0.127	0.000	1.000	0	62
0.10374	0.08421	0.11445	0.000	0.000	0.127	0.000	1.000	0	62
0.10374	0.08421	0.11445	0.000	0.000	0.127	0.000	1.000	0	62
0.10198	0.07989	0.11352	0.000	0.000	0.115	0.000	1.000	0	56
0.10033	0.07716	0.11352	0.000	0.000	0.123	0.000	1.000	0	60
0.10033	0.07716	0.11352	0.000	0.000	0.123	0.000	1.000	0	60
0.10033	0.07716	0.11352	0.000	0.000	0.123	0.000	1.000	0	60
0.09938	0.07716	0.11137	0.000	0.000	0.115	0.000	1.000	0	56
0.09853	0.07451	0.11137	0.000	0.000	0.119	0.000	1.000	0	58
0.09853	0.07451	0.11137	0.000	0.000	0.119	0.000	1.000	0	58
0.09739	0.06449	0.11137	0.000	0.000	0.123	0.000	1.000	0	60
0.09639	0.06449	0.11102	0.000	0.000	0.115	0.000	1.000	0	56
0.09568	0.05598	0.11102	0.000	0.000	0.117	0.000	1.000	0	57
0.09432	0.05011	0.11026	0.000	0.000	0.115	0.000	1.000	0	56
